"INSEECOM";"LIBAU2010";"Statut";"CATAEU2010";"date1";"date2";"evolution";"type_commune_dans_au";"evolution_type_espace";"pres_abs_police"
"52123";"Saint-Dizier";"Commune simple";"112";"2009";"NA";"disparition";"couronne";"disparition couronne";"non"
"52182";"Saint-Dizier";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"52250";"Joinville";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"52269";"Langres";"Sous-pr<e9>fecture";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"52353";"Nogent";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"52448";"Saint-Dizier";"Sous-pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"52550";"Wassy";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"53005";"Laval";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"53007";"Laval";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"53062";"Château-Gontier-sur-Mayenne";"Sous-pr<e9>fecture";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"53084";"Craon";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"53096";"Ernée";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"53097";"Évron";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"53107";"Gorron";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"53130";"Laval";"Pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"53146";"Laval";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"53147";"Mayenne";"Sous-pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"53152";"Meslay-du-Maine";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"53255";"Évron";"Commune simple";"212";"2009";"NA";"disparition";"couronne";"disparition couronne";"non"
"53271";"Villaines-la-Juhel";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"54039";"Baccarat";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"54054";"Nancy";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"54076";"Nancy";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"54099";"Briey";"Sous-pr<e9>fecture";"211";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"54113";"Nancy";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"54135";"Nancy";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"54159";"Nancy";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"oui"
"54215";"Nancy";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"54234";"Longwy (partie française)";"Commune simple";"112";"2009";"NA";"disparition";"couronne";"disparition couronne";"non"
"54252";"Nancy";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"54273";"Jarny";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"54318";"Nancy";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"54322";"Longwy (partie française)";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"54329";"Lunéville";"Sous-pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"54362";"Longwy (partie française)";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"54382";"Longwy (partie française)";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"54395";"Nancy";"Pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"54397";"Nancy";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"oui"
"54415";"Metz";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"54430";"Nancy";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"non"
"54431";"Pont-à-Mousson";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"54483";"Nancy";"Commune simple";"112";"2009";"NA";"disparition";"couronne";"disparition couronne";"oui"
"54498";"Nancy";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"non"
"54528";"Toul";"Sous-pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"54563";"Nancy";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"55010";"Saint-Dizier";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"55029";"Bar-le-Duc";"Pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"55122";"Commercy";"Sous-pr<e9>fecture";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"55181";"Étain";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"55291";"Ligny-en-Barrois";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"55463";"Saint-Mihiel";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"55498";"Verdun";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"55502";"Stenay";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"55545";"Verdun";"Sous-pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"56001";"Redon";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"56007";"Auray";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"56010";"Baud";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"56034";"Carnac";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"56053";"Vannes";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"56061";"La Gacilly";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"56066";"Gourin";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"56067";"Vannes";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"56075";"Guer";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"56083";"Lorient";"Commune simple";"112";"2009";"NA";"disparition";"couronne";"disparition couronne";"non"
"56091";"Josselin";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"56117";"Locminé";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"56121";"Lorient";"Sous-pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"56124";"Malestroit";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"56143";"Muzillac";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"56165";"Ploërmel";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"56166";"Lorient";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"56178";"Pontivy";"Sous-pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"56179";"Lorient";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"56181";"Lorient";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"56184";"Questembert";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"56186";"Quiberon";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"56240";"Sarzeau";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"56251";"Vannes";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"56260";"Vannes";"Pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"57017";"Metz";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"57032";"Metz";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"57058";"Sarrebruck (ALL) - Forbach (partie française)";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"57089";"Bitche";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"57106";"Bouzonville";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"57155";"Metz";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"57160";"Creutzwald";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"57171";"Metz";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"57177";"Dieuze";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"57206";"Thionville";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"57227";"Sarrebruck (ALL) - Forbach (partie française)";"Sous-pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"57260";"Sarrebruck (ALL) - Forbach (partie française)";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"57336";"Saint-Avold (partie française)";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"57414";"Sarrebourg";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"57433";"Metz";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"57463";"Metz";"Pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"57483";"Morhange";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"57491";"Metz";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"57529";"Kayl (LUX) - Ottange (partie française)";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"57572";"Metz";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"57591";"Metz";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"57606";"Saint-Avold (partie française)";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"57630";"Sarrebourg";"Sous-pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"57631";"Sarreguemines (partie française)";"Sous-pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"57672";"Thionville";"Sous-pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"57683";"Thionville";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"57708";"Metz";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"57716";"Metz";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"58059";"La Charité-sur-Loire";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"58079";"Clamecy";"Sous-pr<e9>fecture";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"58086";"Cosne-Cours-sur-Loire";"Sous-pr<e9>fecture";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"58095";"Decize";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"58104";"Moulins";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"58117";"Nevers";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"non"
"58131";"Nevers";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"58134";"Nevers";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"58194";"Nevers";"Pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"58232";"Nevers";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"58303";"Nevers";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"59011";"Lille (partie française)";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"59015";"Douai - Lens";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"59017";"Armentières (partie française)";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"59036";"Avesnes-sur-Helpe";"Sous-pr<e9>fecture";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"59043";"Armentières (partie française)";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"59044";"Lille (partie française)";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"59051";"Béthune";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"59068";"Maubeuge (partie française)";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"non"
"59089";"Dunkerque";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"59092";"Valenciennes (partie française)";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"59094";"Dunkerque";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"59122";"Cambrai";"Sous-pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"59136";"Le Cateau-Cambrésis";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"59139";"Caudry";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"59153";"Valenciennes (partie française)";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"59168";"Lille (partie française)";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"59172";"Valenciennes (partie française)";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"59178";"Douai - Lens";"Sous-pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"59183";"Dunkerque";"Sous-pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"59212";"Béthune";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"59249";"Fourmies";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"59260";"Dunkerque";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"59273";"Dunkerque";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"59278";"Lille (partie française)";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"59286";"Lille (partie française)";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"59295";"Hazebrouck";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"59309";"Dunkerque";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"59319";"Dunkerque";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"59350";"Lille (partie française)";"Pr<e9>fecture de r<e9>gion";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"59377";"Cambrai";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"59392";"Maubeuge (partie française)";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"59400";"Béthune";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"59449";"Lille (partie française)";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"59466";"Lille (partie française)";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"59482";"Lille (partie française)";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"59512";"Lille (partie française)";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"59526";"Saint-Amand-les-Eaux";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"59560";"Lille (partie française)";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"59571";"Solesmes";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"59592";"Douai - Lens";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"59606";"Valenciennes (partie française)";"Sous-pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"59663";"Dunkerque";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"60029";"Beauvais";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"60057";"Beauvais";"Pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"60069";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"60102";"Creil";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"60103";"Beauvais";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"60139";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"60141";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"oui"
"60143";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"60151";"Compiègne";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"60159";"Compiègne";"Sous-pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"60164";"Beauvais";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"60175";"Creil";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"60176";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"60178";"Beauvais";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"60265";"Beauvais";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"60286";"Grandvilliers";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"60360";"Creil";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"60387";"Beauvais";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"60395";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"60414";"Creil";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"non"
"60446";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"60462";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"60471";"Noyon";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"60482";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"60537";"Compiègne";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"60570";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"60581";"Saint-Just-en-Chaussée";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"60584";"Creil";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"60612";"Senlis";"Sous-pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"60623";"Beauvais";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"61001";"Alençon";"Pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"61006";"Argentan";"Sous-pr<e9>fecture";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"61007";"Flers";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"61029";"Mortagne-au-Perche";"Commune simple";"222";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"61038";"Bellême";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"61145";"Domfront en Poiraie";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"61168";"La Ferté-Macé";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"61169";"Flers";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"61214";"L'Aigle";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"61278";"Flers";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"61293";"Mortagne-au-Perche";"Sous-pr<e9>fecture";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"61464";"Sées";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"61484";"Val-au-Perche";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"61508";"Vimoutiers";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"62014";"Béthune";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"62038";"Calais";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"62041";"Arras";"Pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"62080";"Bapaume";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"62097";"Arras";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"62108";"Berck";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"62119";"Béthune";"Sous-pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"62193";"Calais";"Sous-pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"62230";"Boulogne-sur-Mer";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"62259";"Arras";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"62318";"Berck";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"62341";"Arras";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"62360";"Calais";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"62364";"Fruges";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"62397";"Calais";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"62443";"Béthune";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"62447";"Hesdin";"Commune simple";"221";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"non"
"62457";"Béthune";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"62473";"Béthune";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"62491";"Béthune";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"62498";"Douai - Lens";"Sous-pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"62516";"Béthune";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"62525";"Saint-Omer";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"non"
"62534";"Saint-Omer";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"62571";"Berck";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"62604";"Boulogne-sur-Mer";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"62620";"Béthune";"Commune simple";"112";"2009";"NA";"disparition";"couronne";"disparition couronne";"non"
"62645";"Dunkerque";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"62667";"Boulogne-sur-Mer";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"non"
"62767";"Saint-Pol-sur-Ternoise";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"62773";"Boulogne-sur-Mer";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"62826";"Berck";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"62861";"Douai - Lens";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"62864";"Arras";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"62865";"Douai - Lens";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"63001";"Clermont-Ferrand";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"63003";"Ambert";"Sous-pr<e9>fecture";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"63004";"Saint-Georges-de-Mons";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"63040";"Clermont-Ferrand";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
