"AU2010","pop2016","pop2013","pop2009","pop2006","pop1999","pop1990","pop1982","pop1975","pop1968","LIBAU2010","tailles_2016","pop_2013_2016","pop_2009_2013","pop_2006_2009","pop_1999_2006"
"394",9592,9685,9652,9368,8755,9042,9467,9073,8535,"Saint-Affrique","petite
(< 30.000 hab.)",-0.3211126314831,0.0853651427197955,1.00048914108255,0.971469288059246
"395",9302,9319,9391,9382,9254,9436,9831,9670,9371,"Charlieu","petite
(< 30.000 hab.)",-0.0608446821652175,-0.192226433358367,0.0319659052139709,0.196436533142141
"396",10045,9825,9473,9100,8966,8899,8791,8891,7899,"Morteau","petite
(< 30.000 hab.)",0.74089247718685,0.916285196179389,1.34804641787818,0.212149974421538
"397",8538,8721,9180,9398,10120,10725,11114,11474,10336,"Bar-sur-Aube","petite
(< 30.000 hab.)",-0.704411373960001,-1.27414550985662,-0.779271018148009,-1.0518116957467
"398",9629,9607,9466,8904,8620,8374,8768,8790,7656,"Mimizan","petite
(< 30.000 hab.)",0.0762750356399833,0.370323206802126,2.06114813272806,0.464152857699807
"399",10175,9644,9207,8960,7915,6843,6149,5148,4718,"Thônes","petite
(< 30.000 hab.)",1.80264739855625,1.16604329576904,0.910582045641983,1.78736459389111
"400",8809,8890,9037,9102,9959,10914,11332,10800,10518,"Montbard","petite
(< 30.000 hab.)",-0.304639143672802,-0.409165910733367,-0.238611824145707,-1.27723741665905
"401",8908,8816,8737,8893,8793,8571,8459,7996,8002,"Le Vigan","petite
(< 30.000 hab.)",0.346649343409,0.225287669532404,-0.588182364628409,0.161680562606148
"402",8916,8991,8947,8929,8871,8886,8734,7781,6781,"Marvejols","petite
(< 30.000 hab.)",-0.278832587108802,0.122720150556344,0.0671516709919828,0.0931415926746837
"403",10471,10010,9082,8572,7806,7223,6872,6407,7188,"Clermont-l'Hérault","petite
(< 30.000 hab.)",1.51215029399485,2.46207459418462,1.945120856613,1.34624433515897
"404",9720,9062,8985,8512,7636,7485,7343,7198,7538,"Marennes-Hiers-Brouage","petite
(< 30.000 hab.)",2.36403634991338,0.213560867303753,1.81899878096186,1.56356961812387
"405",8384,8495,8767,8820,8671,8767,9257,9350,9307,"Argenton-sur-Creuse","petite
(< 30.000 hab.)",-0.437461256630722,-0.784826960928331,-0.20070489822499,0.243692815474472
"406",8723,8615,8704,8842,9563,10254,9806,9905,9965,"Givet","petite
(< 30.000 hab.)",0.416141657076996,-0.256615680932337,-0.522974544538857,-1.11358733948956
"407",9163,9086,8760,8590,8304,7990,7965,8534,8114,"Saint-Vallier","petite
(< 30.000 hab.)",0.281691628892333,0.917656444045045,0.65537722424367,0.484906306263366
"408",8411,8559,8710,8567,8481,8501,8470,7957,7693,"La Châtre","petite
(< 30.000 hab.)",-0.579745880646632,-0.436256374310751,0.553331182524008,0.144236000237408
"409",8279,8399,8596,8735,8834,8906,10100,10489,10442,"Avesnes-sur-Helpe","petite
(< 30.000 hab.)",-0.478533462313857,-0.577931703228307,-0.53327185714428,-0.160870030772953
"410",8053,8447,8540,8562,8572,9045,8891,9049,8658,"Condom","petite
(< 30.000 hab.)",-1.57961302102361,-0.273367146042225,-0.0857232340335856,-0.0166738938742861
"411",8745,8666,8657,8583,8502,8789,8805,9274,9141,"Ugine","petite
(< 30.000 hab.)",0.302950809675084,0.0259804014238973,0.286567806028981,0.135549968885496
"412",8519,8565,8714,8483,8121,8624,10378,10393,8285,"Port-Saint-Louis-du-Rhône","petite
(< 30.000 hab.)",-0.1793446088591,-0.430241695097566,0.899581022204354,0.624957065777942
"413",8359,8461,8474,8557,9261,8636,8262,8323,7170,"Les Andelys","petite
(< 30.000 hab.)",-0.403469440258386,-0.0383746915810779,-0.324373077813656,-1.1231079868835
"414",7557,7937,8385,8643,8927,9244,9617,10130,10064,"Clamecy","petite
(< 30.000 hab.)",-1.6220699002279,-1.36334671552758,-1.00509315283358,-0.460801429189917
"415",8073,8233,8300,8492,8584,7876,7726,7155,6814,"Wissembourg (partie française)","petite
(< 30.000 hab.)",-0.652041851102614,-0.202421013933352,-0.759402822991317,-0.153816744702628
"416",7979,8160,8322,8487,8771,8623,8896,8545,7930,"Montmorillon","petite
(< 30.000 hab.)",-0.744914279440789,-0.490255345831447,-0.652295602795905,-0.469113978160274
"417",7829,8065,8252,8233,8344,8387,8371,8286,7628,"Mortagne-au-Perche","petite
(< 30.000 hab.)",-0.985080106853697,-0.571408307781562,0.0768670907083324,-0.191134952377581
"418",7905,7934,8325,8281,8564,8456,7522,6642,6702,"Valognes","petite
(< 30.000 hab.)",-0.121987249347044,-1.19543999905354,0.17679950017806,-0.478901544714805
"419",8082,8032,8156,8300,8348,8402,8615,9119,8948,"Raon-l'Étape","petite
(< 30.000 hab.)",0.207074226723125,-0.382274706847796,-0.581690328634454,-0.082344284362712
"420",8476,8478,8237,8185,8028,7784,8085,8595,8236,"La Voulte-sur-Rhône","petite
(< 30.000 hab.)",-0.00786410824255013,0.723564492992024,0.211322610022857,0.277065689325351
"421",7644,7858,8090,8054,8188,9181,9903,10835,11541,"Plouhinec - Audierne","petite
(< 30.000 hab.)",-0.916147386146182,-0.7247759869762,0.148772845196166,-0.235448175933772
"422",7818,7910,8272,8238,8191,8288,8218,7893,7322,"Saint-Aignan","petite
(< 30.000 hab.)",-0.389207762518762,-1.11247907105678,0.137385011932856,0.081770635118783
"423",8298,8322,8348,8149,8017,8228,8104,7689,7538,"Aire-sur-l'Adour","petite
(< 30.000 hab.)",-0.0962232973354404,-0.0779540663730871,0.807468210269757,0.233571400802912
"424",8806,8710,8339,7924,7526,6237,4747,4335,4122,"Cadenet","petite
(< 30.000 hab.)",0.366052222967372,1.09415470868226,1.7161317491297,0.738894116301814
"425",8110,8165,8122,8154,8045,7985,7833,7114,6734,"Longué-Jumelles","petite
(< 30.000 hab.)",-0.225041677180338,0.132094597116494,-0.130986641942898,0.192439555597357
"426",7937,8174,8094,8146,8310,8462,8495,8388,7901,"Château-du-Loir","petite
(< 30.000 hab.)",-0.975973331515856,0.246186008523064,-0.213237750343187,-0.284346391115342
"427",7305,7833,8050,8203,7942,8057,8395,8364,8435,"Commercy","petite
(< 30.000 hab.)",-2.29936990996804,-0.680834573834299,-0.625629722452137,0.46299435502446
"428",8291,8271,8168,7958,7541,7458,7235,6991,6172,"Chantonnay","petite
(< 30.000 hab.)",0.0805380286111879,0.313774741793216,0.871992189451953,0.771862371399834
"429",7371,7533,7875,8053,8296,8514,9126,9217,8878,"Ham","petite
(< 30.000 hab.)",-0.722046846612767,-1.10385767825465,-0.742281650668153,-0.423796268546173
"430",8021,7958,7984,7859,7674,7329,6964,6629,6672,"Carnac","petite
(< 30.000 hab.)",0.263192089868403,-0.0815124356607244,0.52739140893665,0.340885125737533
"431",7819,7945,7990,8048,7505,7120,7125,6297,5290,"Vaison-la-Romaine","petite
(< 30.000 hab.)",-0.531453789016356,-0.141099355858909,-0.240804718451548,1.00291219373769
"432",8499,8414,8093,7824,7327,7514,7234,6991,6710,"Mauléon","petite
(< 30.000 hab.)",0.335612734237301,0.97718090202954,1.13315739541175,0.941977190071674
"433",7400,7660,7875,8014,8330,9174,10065,10932,10947,"Commentry","petite
(< 30.000 hab.)",-1.14446669753954,-0.689641010283448,-0.581530112980144,-0.550954419173244
"434",8236,8212,7960,7738,7180,6778,6475,5873,5471,"Sainte-Sigolène","petite
(< 30.000 hab.)",0.0973236623992735,0.782231048066095,0.947317029144568,1.07493453875394
"435",8316,8450,8116,7115,6012,4999,4472,4531,4197,"Aigues-Mortes","petite
(< 30.000 hab.)",-0.531418660930927,1.01332520275694,4.48542445688955,2.4355839396927
"436",7420,7678,7840,8057,8515,9057,9613,9699,9265,"Decize","petite
(< 30.000 hab.)",-1.13286880859974,-0.520633426243,-0.905952773939789,-0.786718121942309
"437",7822,7908,7940,7813,7695,7564,7682,7353,6590,"Terrasson-Lavilledieu","petite
(< 30.000 hab.)",-0.363824182639372,-0.100908302063862,0.53892239846387,0.217640003121189
"438",7890,7713,7769,7834,7500,6864,6189,5347,5112,"Embrun","petite
(< 30.000 hab.)",0.759164414789204,-0.18069252954005,-0.277340674033844,0.624372769629389
"439",8270,8095,7886,7686,7046,7008,6721,6195,5846,"Caussade","petite
(< 30.000 hab.)",0.715478131467573,0.656081639996731,0.859961381766361,1.24975081297274
"440",7567,7717,7746,7810,8022,8267,7913,7717,7437,"Saint-Yrieix-la-Perche","petite
(< 30.000 hab.)",-0.65216411060075,-0.0937283879077211,-0.273903622946781,-0.381880453426453
"441",8157,8119,7822,7704,7165,7091,6260,5737,5655,"Valence","petite
(< 30.000 hab.)",0.155769876702583,0.936021474075521,0.507972555907132,1.04155269125263
"442",7676,7834,8003,8194,8863,9476,8884,8707,8051,"Hauts de Bienne","petite
(< 30.000 hab.)",-0.676854189603115,-0.532159889172512,-0.78310786549618,-1.11492566858176
"443",7773,7848,7817,7392,6199,4950,4039,3483,3579,"Marseillan","petite
(< 30.000 hab.)",-0.319572676510593,0.0989957941428088,1.88088712495789,2.54631201536177
"444",8108,8613,8775,8683,8869,9552,10320,10427,9900,"Condé-en-Normandie","petite
(< 30.000 hab.)",-1.99390222628049,-0.464768581256958,0.351940470342593,-0.302327201198693
"445",7119,7284,7605,7747,7805,8805,9229,9963,9151,"Lavelanet","petite
(< 30.000 hab.)",-0.760853931721084,-1.07235295365944,-0.614760763516575,-0.106498711506953
"446",6653,7009,7468,8132,9155,9575,10664,11784,12338,"Revin","petite
(< 30.000 hab.)",-1.72256316640691,-1.5732970243065,-2.79939238539842,-1.67851447538366
"447",7539,7634,7697,7684,7535,7705,7525,7297,6895,"Crozon","petite
(< 30.000 hab.)",-0.416543610205289,-0.205256266360554,0.0563624658677098,0.28012609091701
"448",7045,7235,7572,7653,7851,7699,8368,9035,9678,"Sainte-Marie-aux-Mines","petite
(< 30.000 hab.)",-0.883150932794863,-1.13171916003147,-0.354054891668942,-0.364237673522594
"449",7991,7962,7859,7317,6323,6266,6190,6058,5268,"Locminé","petite
(< 30.000 hab.)",0.121262924573906,0.326051713353648,2.41056085619491,2.10771401272738
"450",7619,7557,7665,7483,7178,6750,6591,7339,6387,"Sisteron","petite
(< 30.000 hab.)",0.272732622316463,-0.354127142698379,0.804241157762453,0.59624174948496
"451",7157,7068,7528,7471,7072,6636,6310,5814,5144,"Nyons","petite
(< 30.000 hab.)",0.417982597313715,-1.56393766803404,0.253672648951486,0.787161001770365
"452",7133,7214,7376,7576,7969,8151,8306,8208,7386,"Hesdin","petite
(< 30.000 hab.)",-0.375681849507925,-0.553659220800906,-0.887830951307378,-0.719877217364806
"453",7842,7756,7659,7155,6143,4972,4406,4088,3676,"Sarzeau","petite
(< 30.000 hab.)",0.368248591464004,0.315128249716201,2.29493808289933,2.20244915534384
"454",8452,8420,8123,7942,7586,7532,7215,6214,5581,"Faverges-Seythenex","petite
(< 30.000 hab.)",0.126522355403313,0.901799030233685,0.753975231588133,0.657303526148234
"455",8006,7850,7661,7194,6387,5672,5432,5475,6341,"Ganges","petite
(< 30.000 hab.)",0.65808018702409,0.611135063173696,2.1186370170531,1.71428042679922
"456",7291,7466,7569,7487,7766,7997,8048,8077,7599,"Sézanne","petite
(< 30.000 hab.)",-0.787505124484444,-0.341953448787413,0.363752481980129,-0.521308561129563
"457",10981,11048,10755,10531,10338,10079,9425,9297,9248,"Doué-la-Fontaine","petite
(< 30.000 hab.)",-0.202558223092564,0.674229093944612,0.704049332871426,0.264590304271684
"458",8089,7736,7534,7195,6770,6434,5699,5088,4792,"Lesparre-Médoc","petite
(< 30.000 hab.)",1.49846121765187,0.663658741435524,1.54649532678612,0.873582992902633
"459",7289,7384,7356,7506,7799,8027,8588,9171,9495,"Le Cateau-Cambrésis","petite
(< 30.000 hab.)",-0.430707609486425,0.0950248815211996,-0.670621032007335,-0.545546739829217
"460",7487,7621,7420,7253,6972,7268,7491,7329,6816,"Mussidan","petite
(< 30.000 hab.)",-0.589568895781023,0.67045096465066,0.761682179035361,0.566068270371511
"461",7056,7104,7300,7381,7688,7766,8021,7833,7203,"Mamers","petite
(< 30.000 hab.)",-0.22573440201018,-0.678099023625101,-0.367150436292729,-0.580473573673146
"462",7606,7476,7354,7280,6821,6393,6490,6120,5804,"Yssingeaux","petite
(< 30.000 hab.)",0.576304947952178,0.412184822397865,0.33768623532473,0.934695152159826
"463",7158,7241,7293,7390,7768,7795,7400,6861,7102,"Bourg-Saint-Andéol","petite
(< 30.000 hab.)",-0.383552752249461,-0.178731724164038,-0.439456583175291,-0.710109522920088
"464",7147,7242,7359,7138,6869,6878,7144,7733,7744,"Château-Arnoux-Saint-Auban","petite
(< 30.000 hab.)",-0.439190163702807,-0.399864469478139,1.02156365761499,0.550281227571259
"465",8936,8485,8324,8638,8465,8097,8122,7808,7301,"Verneuil-sur-Avre","petite
(< 30.000 hab.)",1.74125828947802,0.480073431504469,-1.22668630319722,0.289433179273546
"466",8370,7393,7425,7147,6470,5643,5198,5018,4945,"Agon-Coutainville","petite
(< 30.000 hab.)",4.22412328348891,-0.107918678709373,1.28012421079986,1.43181914780572
"467",6953,7061,7233,7210,7236,7434,7645,7221,8300,"La Mure","petite
(< 30.000 hab.)",-0.512464511109745,-0.599873613582091,0.106220926851885,-0.0514098696840271
"468",6933,7003,7168,7056,6697,6585,6622,6795,7100,"Argelès-Gazost","petite
(< 30.000 hab.)",-0.334306903025883,-0.580509668189966,0.52632548388718,0.74877013650605
"469",6499,6768,7131,7205,7843,7782,7663,7947,7466,"Tonnerre","petite
(< 30.000 hab.)",-1.34281285003798,-1.29765329441522,-0.343533648439409,-1.20477215253879
"470",6953,7029,7161,7031,6659,7079,7090,7051,6186,"Égletons","petite
(< 30.000 hab.)",-0.361718452830817,-0.464049642804298,0.612558271842212,0.779589095410116
"471",6853,6969,7061,7137,7172,7691,8327,8482,8249,"Mauléon-Licharre","petite
(< 30.000 hab.)",-0.557945332780185,-0.327336633580111,-0.356225189070569,-0.0698618103220916
"472",9927,9789,9573,9060,8783,8648,8654,10195,10478,"Briey","petite
(< 30.000 hab.)",0.467724141489745,0.559375452425837,1.8528737673245,0.444572233461327
"473",7696,7504,7240,6794,5743,5283,5102,5127,4522,"Soustons","petite
(< 30.000 hab.)",0.845706114335876,0.899395606280029,2.1419962084287,2.4298826538268
"474",6895,6900,7103,7034,6521,6520,6675,6528,7173,"Saint-Chély-d'Apcher","petite
(< 30.000 hab.)",-0.0241604261637995,-0.722274430236192,0.325919832949739,1.08769854476423
"475",7235,7014,7151,6979,6826,6772,6840,7564,7609,"La Réole","petite
(< 30.000 hab.)",1.03943863015745,-0.482433914938429,0.81485424599248,0.317170346269813
"476",6729,6916,7015,7103,7281,7023,7321,6860,5845,"Roye","petite
(< 30.000 hab.)",-0.90953922590401,-0.354698098167594,-0.41468833214432,-0.352961128240403
"477",7643,7507,7126,6859,6441,6485,6735,7082,6818,"Rosporden","petite
(< 30.000 hab.)",0.600270367465394,1.31066112835259,1.28108341291497,0.902301430593377
"478",7631,7247,7216,7114,7020,7207,7352,7239,7090,"Ruffec","petite
(< 30.000 hab.)",1.73593889023111,0.107227631932871,0.475664684263677,0.190201446610305
"479",6857,6931,7010,6869,6907,7158,7144,7052,6373,"Montrichard","petite
(< 30.000 hab.)",-0.357163137450456,-0.282938923969789,0.679604428308145,-0.0787811638343516
"480",21600,21304,20679,19971,18037,17949,17098,15950,15794,"Chemillé-en-Anjou","petite
(< 30.000 hab.)",0.461008261035678,0.747181472165348,1.16801771453354,1.46572387581914
"481",7301,7285,7084,6769,6546,6615,7153,7442,7421,"Boën","petite
(< 30.000 hab.)",0.0731562603746516,0.701919984162003,1.52773077635284,0.479706775743005
"482",7487,7289,6971,6706,5899,5837,5862,5604,5369,"Peyrehorade","petite
(< 30.000 hab.)",0.897396703739517,1.12143334201935,1.30024861281086,1.8485902054042
"483",7053,7086,6848,6916,7025,6658,6565,6686,6653,"Chauvigny","petite
(< 30.000 hab.)",-0.155477282555339,0.857767109430818,-0.328822490183478,-0.223145621998577
"484",7454,7424,7021,6585,5727,5076,4961,4661,4209,"Questembert","petite
(< 30.000 hab.)",0.134517245831978,1.40508829785331,2.16004241790633,2.0143409069717
"485",6754,6913,6812,6868,7003,7037,7184,7102,6657,"Friville-Escarbotin","petite
(< 30.000 hab.)",-0.772625617984601,0.368626115038628,-0.272533957906518,-0.277694935715589
"486",6773,6811,6712,7182,5945,6184,5986,6306,6188,"Guer","petite
(< 30.000 hab.)",-0.186320608127399,0.366720357034667,-2.23077281102834,2.73718191426491
"487",6129,6386,6652,6914,7371,7917,8244,8621,8400,"Aubusson","petite
(< 30.000 hab.)",-1.35988519589464,-1.01504991564096,-1.2794373824455,-0.910190185897852
"488",6284,6519,6721,6947,7355,7401,7604,8108,8507,"Guise","petite
(< 30.000 hab.)",-1.21635089805761,-0.759996387352868,-1.09637744570897,-0.811977541679709
"489",6689,6885,6929,6581,6635,6934,7354,7778,7366,"Doullens","petite
(< 30.000 hab.)",-0.958072494110362,-0.159132511349702,1.73246246272909,-0.116674144305728
"490",6400,6505,6816,6735,6908,6821,6914,6435,6339,"Aubigny-sur-Nère","petite
(< 30.000 hab.)",-0.540968851530332,-1.1607526165834,0.399294386462867,-0.361663707407023
"491",6561,6638,6779,6764,6796,7029,7330,7354,6936,"Chauffailles","petite
(< 30.000 hab.)",-0.388167439445319,-0.524093939043224,0.0738661813866948,-0.0674025995690442
"492",6567,6667,6794,6828,6599,6902,7000,6985,6921,"Tréguier","petite
(< 30.000 hab.)",-0.502495792087154,-0.470636173372785,-0.166259475343755,0.488527746458955
"493",7553,7027,6874,6614,6225,5432,4871,4719,4860,"Bessan","petite
(< 30.000 hab.)",2.43534718155471,0.55185950996588,1.29354699265301,0.869691059558653
"494",18366,18250,17617,17049,15880,15541,15340,14428,13995,"Mauges-sur-Loire","petite
(< 30.000 hab.)",0.211424826519813,0.886424051493706,1.09841523106169,1.01989577341053
"495",7199,7568,7766,7939,8308,8403,7938,7969,7283,"La Ferté-Macé","petite
(< 30.000 hab.)",-1.65241875092652,-0.643580083670148,-0.731712898142423,-0.646921015444812
"496",23146,22485,21807,21147,20262,20066,19502,17989,16969,"Beaupréau-en-Mauges","petite
(< 30.000 hab.)",0.970464063184839,0.768371968879178,1.02969752862543,0.612595032949859
"497",6747,6594,6665,6625,6652,6692,6446,5983,5556,"Semur-en-Auxois","petite
(< 30.000 hab.)",0.767524383020723,-0.2673871066878,0.200854167570963,-0.0580858301946652
"498",6173,6338,6611,6685,6307,5901,5679,5638,5373,"Souillac","petite
(< 30.000 hab.)",-0.875422924426184,-1.04875350229227,-0.370355227092545,0.834982161517916
"499",6364,6488,6639,6570,6320,6209,6707,6945,6546,"Amélie-les-Bains-Palalda","petite
(< 30.000 hab.)",-0.641175850044262,-0.573524853802387,0.348857671532121,0.55574749774101
"500",6419,6509,6583,6650,6708,6934,7654,7598,7422,"La Charité-sur-Loire","petite
(< 30.000 hab.)",-0.463041052760582,-0.282219357697033,-0.336973837205778,-0.123980071030172
"501",6389,6554,6598,6475,6454,6566,6276,5995,5294,"Fleurance","petite
(< 30.000 hab.)",-0.846324626115658,-0.167135735650548,0.629236937321043,0.0464181120991558
"502",6459,6099,6280,6253,6015,5753,5688,5517,5291,"Castillon-la-Bataille","petite
(< 30.000 hab.)",1.93004526234342,-0.728462683444486,0.143724247606092,0.555896533259648
"503",6145,6260,6384,6554,6758,7369,7754,7940,7733,"Bourbon-Lancy","petite
(< 30.000 hab.)",-0.616142081380477,-0.489166540340147,-0.872197102860039,-0.436920399353979
"504",5884,6095,6323,6442,6690,6882,7195,7319,6955,"Sainte-Menehould","petite
(< 30.000 hab.)",-1.16752952859434,-0.913923501706604,-0.6195816885182,-0.538186889064196
"505",6762,6637,6532,6177,5944,5365,4782,4604,4258,"Saint-Pierre-d'Oléron","petite
(< 30.000 hab.)",0.623893160268651,0.399467730244152,1.88013808230127,0.55080293351415
"506",5403,5908,6420,6350,6107,6234,6639,6778,6844,"Dieuze","petite
(< 30.000 hab.)",-2.9345154300869,-2.05633193573848,0.366112052129663,0.558973009039843
"507",5969,6048,6275,6519,6941,7084,7152,7415,6841,"Vittel","petite
(< 30.000 hab.)",-0.43731530267106,-0.916916599090167,-1.26353303344813,-0.89206678198438
"508",6466,6503,6599,6296,6325,6550,6514,6516,6707,"Casteljaloux","petite
(< 30.000 hab.)",-0.190016891676104,-0.365692548026064,1.57912550598531,-0.0656287905747899
"510",6820,6647,6446,5982,6051,6049,6175,6178,5644,"Surgères","petite
(< 30.000 hab.)",0.860139684958949,0.770599997685717,2.52142424036088,-0.163702823834344
"511",6444,6388,6354,6175,6224,6468,6868,6432,5653,"Jonzac","petite
(< 30.000 hab.)",0.29136480995986,0.133506403193429,0.957072704507689,-0.112849196806908
"512",5851,5991,6212,6292,6472,6643,6948,7428,7319,"Bogny-sur-Meuse","petite
(< 30.000 hab.)",-0.785093789319269,-0.901525721351848,-0.425627624174008,-0.4021348999517
"513",6463,6363,6258,6182,6498,6440,6352,6342,5936,"Montdidier","petite
(< 30.000 hab.)",0.521141309493789,0.416849385233298,0.408123951296013,-0.709649916159938
"514",5918,6284,6191,6219,6548,6579,6732,6082,5615,"Briare","petite
(< 30.000 hab.)",-1.98039949261125,0.37344798215444,-0.150303517106931,-0.733731201037513
"515",7540,7310,7023,6875,6144,5860,5653,5631,5785,"Loireauxence","petite
(< 30.000 hab.)",1.03798030117093,1.00634989719783,0.712487319577937,1.61890231343618
"516",9114,9207,9233,9264,9331,9337,9595,9744,9314,"Saint-Hilaire-du-Harcouët","petite
(< 30.000 hab.)",-0.337840412818935,-0.0704741174400114,-0.111667540020111,-0.102893734075571
"517",6453,6353,6139,6114,5587,5201,4777,4170,3856,"Forcalquier","petite
(< 30.000 hab.)",0.521957364849213,0.860311587205809,0.136113850151331,1.29602298400533
"518",5652,5750,6021,6300,6600,6955,7271,7513,7090,"Bohain-en-Vermandois","petite
(< 30.000 hab.)",-0.571374411346015,-1.14473506399574,-1.49853435785455,-0.662368258269497
"519",7059,6784,6219,5711,4879,4158,3536,3258,3223,"Oraison","petite
(< 30.000 hab.)",1.33336102009223,2.19774675096753,2.88122630039891,2.27482926017446
"520",6342,6414,6399,6371,6447,6651,6809,6339,6112,"Villedieu-les-Poêles-Rouffigny","petite
(< 30.000 hab.)",-0.375590393324432,0.0585514625217387,0.146283056867968,-0.16926320504409
"521",5976,5958,6050,6134,5938,5724,5301,4691,4246,"Mortagne-sur-Sèvre","petite
(< 30.000 hab.)",0.100603689577561,-0.382352607600189,-0.458571789046336,0.465001927658104
"522",8091,8209,8062,7841,7105,6742,5880,5557,5666,"Aime-la-Plagne","petite
(< 30.000 hab.)",-0.481463250006964,0.452758082960414,0.930814967896243,1.4180693444898
"523",5684,5912,6018,6089,6329,6219,6883,7444,7561,"Rambervillers","petite
(< 30.000 hab.)",-1.30241005234638,-0.443284445334546,-0.390199615767417,-0.55074042167278
"524",5973,5955,6100,5983,5963,5505,5009,4671,4447,"Nogent-sur-Seine","petite
(< 30.000 hab.)",0.100654320591809,-0.599634184210152,0.647643424533406,0.0478457891183837
"525",6212,6013,6021,6034,6191,6059,6092,6242,6103,"Saint-Pourçain-sur-Sioule","petite
(< 30.000 hab.)",1.09121455968499,-0.0332336370249986,-0.0718669051789189,-0.366277330665943
"526",5808,5897,5983,5983,5802,5838,5876,5754,5395,"Beaumont-le-Roger","petite
(< 30.000 hab.)",-0.505633000713679,-0.361304902131165,0,0.439813333863026
"528",6107,6063,6040,5944,6204,6050,6058,5499,5769,"Bourgueil","petite
(< 30.000 hab.)",0.241321618055212,0.0950630348590442,0.535485443223283,-0.609732652489869
"529",5912,5972,6096,6224,6700,6822,6857,7106,6884,"Vouziers","petite
(< 30.000 hab.)",-0.33602403902494,-0.512455909192278,-0.690272217383148,-1.04725963996581
"530",5562,5871,5884,5892,5629,5927,6343,6978,6673,"Tournus","petite
(< 30.000 hab.)",-1.78609747658774,-0.0552803562062332,-0.0452796077298534,0.654470820376463
"531",5368,5597,5844,6058,6759,7434,7878,8228,8576,"Fumay","petite
(< 30.000 hab.)",-1.38286074927889,-1.07381188167409,-1.19165022431282,-1.55204733355458
"532",11868,11873,11608,11054,10516,10329,10441,10313,10864,"Baugé-en-Anjou","petite
(< 30.000 hab.)",-0.0140394228834384,0.565905205563322,1.64343023100113,0.715324115022065
"534",5836,5841,5853,5881,5838,5919,6255,6355,5967,"Gannat","petite
(< 30.000 hab.)",-0.0285420725630092,-0.0512952207737505,-0.158955703675367,0.104891301715404
"535",5553,5386,5736,5783,5928,6188,6580,6611,6624,"Le Cheylard","petite
(< 30.000 hab.)",1.02304191675511,-1.56165542810635,-0.271646234702616,-0.353150790835721
"536",5863,5705,5785,5898,5617,5812,5940,5525,4884,"Espalion","petite
(< 30.000 hab.)",0.914773196351093,-0.347529147977732,-0.64275708048398,0.699802925801807
"537",6178,6022,5880,5828,5636,5287,4956,4902,5011,"Die","petite
(< 30.000 hab.)",0.856149657445537,0.598349706722523,0.296534582470587,0.479708280771751
"538",5674,5779,5849,5870,6028,6161,6370,6385,6168,"Descartes","petite
(< 30.000 hab.)",-0.609346605489303,-0.300548673613266,-0.119392915847716,-0.378718857550364
"539",6313,6300,5815,5838,5757,5166,4482,4265,3947,"Saint-Just-en-Chaussée","petite
(< 30.000 hab.)",0.0687358118397707,2.02291019771663,-0.131496349727012,0.199795994432517
"540",5548,4643,4849,4795,4341,4601,4289,4729,4522,"Plateau d'Hauteville","petite
(< 30.000 hab.)",6.11560543436047,-1.07942665173519,0.373990598988061,1.43112930210367
"541",6133,5904,5852,5814,5459,5340,5218,4877,4448,"Biars-sur-Cère","petite
(< 30.000 hab.)",1.27654378182429,0.221409853923293,0.217391988520932,0.904108007115001
"542",5174,5545,5788,6011,6585,7031,7083,6945,6886,"Joinville","petite
(< 30.000 hab.)",-2.28191263017894,-1.06652654023854,-1.25223727661803,-1.29445197767259
"543",6011,5887,5829,5844,5588,5638,5608,5301,4741,"Hagetmau","petite
(< 30.000 hab.)",0.69723927355172,0.247833375008977,-0.0856311430943224,0.641966866211496
"544",5620,5620,5769,5925,6265,7071,8066,8705,9728,"Saint-Éloy-les-Mines","petite
(< 30.000 hab.)",0,-0.652042202908765,-0.885454282937059,-0.793944355895004
"545",5818,5771,5791,5790,5838,5311,4269,3529,2619,"Montréal-la-Cluse","petite
(< 30.000 hab.)",0.270738648392155,-0.0864529207804332,0.00575672098444002,-0.117873058599649
"546",7393,7267,7010,6852,6352,5942,5841,5180,4937,"Machecoul-Saint-Même","petite
(< 30.000 hab.)",0.574646626911335,0.904209764518549,0.7627986174918,1.08832039308886
"547",5611,5692,5785,5849,5932,6060,5897,5573,5393,"Poligny","petite
(< 30.000 hab.)",-0.476618003044715,-0.404347316336118,-0.36607317292221,-0.201093504321292
"548",5258,5571,5725,5971,6653,7276,7424,7631,6493,"Saint-Florentin","petite
(< 30.000 hab.)",-1.90900472461492,-0.679381160208603,-1.39260784478942,-1.53317481991212
"549",5731,5786,5780,5793,5703,6052,5901,5612,5146,"Ernée","petite
(< 30.000 hab.)",-0.317866098741493,0.0259414609566022,-0.0748589477052808,0.223935217500171
"550",5484,5529,5693,5890,6015,5770,5954,5356,5288,"Bitche","petite
(< 30.000 hab.)",-0.272036164389278,-0.728096009628898,-1.1275498872466,-0.299555459797418
"551",5347,5630,5723,5662,5879,5912,5977,5919,6559,"Bagnères-de-Luchon","petite
(< 30.000 hab.)",-1.70443354719999,-0.408754845763482,0.357837272223782,-0.535837708270048
"552",5401,5625,5764,5683,5577,5757,6148,6182,5742,"Tarascon-sur-Ariège","petite
(< 30.000 hab.)",-1.34542799010298,-0.608409896715334,0.472861672970448,0.269337275838222
